Gene stable ID	Transcript stable ID	Gene name	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	NCBI gene (formerly Entrezgene) ID	Chromosome/scaffold name
ENSACLG00000021366	ENSACLT00000032273	gabrr2b	32152520	32152001	32174322	113006943	15
ENSACLG00000021367	ENSACLT00000032238	mboat7	21549556	21539474	21549556	113031791	11
ENSACLG00000021368	ENSACLT00000032237	zfyve27	10345793	10345793	10356952	113023826	6
ENSACLG00000021368	ENSACLT00000032252	zfyve27	10345793	10345793	10356952	113023826	6
ENSACLG00000021369	ENSACLT00000032261	gnas	24029698	24007662	24029698	113013154	20
ENSACLG00000021370	ENSACLT00000032305	chd2	56517394	56517394	56534388		7
ENSACLG00000021371	ENSACLT00000032680		26486815	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000032702		26485570	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000032819		26486375	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000032930		26485570	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000033022		26487906	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000033054		26487161	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000033106		26486170	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000033134		26486347	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000033178		26486064	26480258	26487906		3
ENSACLG00000021371	ENSACLT00000033217		26486375	26480258	26487906		3
ENSACLG00000021372	ENSACLT00000032268		9573620	9573620	9585572	113008037	16
ENSACLG00000021372	ENSACLT00000032295		9573620	9573620	9585572	113008037	16
ENSACLG00000021372	ENSACLT00000032344		9577527	9573620	9585572	113008037	16
ENSACLG00000021373	ENSACLT00000032264	pdxka	25419683	25404746	25419683	113008041	16
ENSACLG00000021374	ENSACLT00000032290	slc2a13b	44809630	44809630	44819321	113026351	7
ENSACLG00000021374	ENSACLT00000032320	slc2a13b	44809630	44809630	44819321	113026351	7
ENSACLG00000021374	ENSACLT00000032358	slc2a13b	44809630	44809630	44819321	113026351	7
ENSACLG00000021374	ENSACLT00000032380	slc2a13b	44810755	44809630	44819321	113026351	7
ENSACLG00000021375	ENSACLT00000032258	RAB26	19637992	19525556	19637992	113027652	8
ENSACLG00000021376	ENSACLT00000032253	FGFRL1	24629937	24597402	24629937	113012268	19
ENSACLG00000021376	ENSACLT00000032274	FGFRL1	24609160	24597402	24629937	113012268	19
ENSACLG00000021377	ENSACLT00000032321		6861730	6846349	6861730	113021988	5
ENSACLG00000021377	ENSACLT00000032375		6858845	6846349	6861730	113021988	5
ENSACLG00000021378	ENSACLT00000032286	tph2	435583	435583	449278	113024990	7
ENSACLG00000021378	ENSACLT00000032334	tph2	441963	435583	449278	113024990	7
ENSACLG00000021379	ENSACLT00000032275	ppp2r5b	10546313	10546313	10593442	113018585	3
ENSACLG00000021380	ENSACLT00000032246		21563938	21562511	21563938		11
ENSACLG00000021381	ENSACLT00000032513	tubb2	17130914	17130914	17136375	113010411	18
ENSACLG00000021381	ENSACLT00000032587	tubb2	17130914	17130914	17136375	113010411	18
ENSACLG00000021381	ENSACLT00000032609	tubb2	17130914	17130914	17136375	113010411	18
ENSACLG00000021382	ENSACLT00000032266	ints12	23577916	23573164	23577916	113024287	6
ENSACLG00000021383	ENSACLT00000032254	mbd1b	30128140	30128140	30140701	113022903	5
ENSACLG00000021384	ENSACLT00000032256	rps9	21586536	21574020	21586536	113031832	11
ENSACLG00000021384	ENSACLT00000032260	rps9	21586536	21574020	21586536	113031832	11
ENSACLG00000021385	ENSACLT00000032283	prkar2ab	19738223	19738223	19741741		5
ENSACLG00000021385	ENSACLT00000032317	prkar2ab	19738388	19738223	19741741		5
ENSACLG00000021386	ENSACLT00000032270	neto2b	33244625	33227519	33414181	113026519	1
ENSACLG00000021386	ENSACLT00000032270	neto2b	33244625	33227519	33414181	113026521	1
ENSACLG00000021386	ENSACLT00000032277	neto2b	33249427	33227519	33414181	113026519	1
ENSACLG00000021386	ENSACLT00000032277	neto2b	33249427	33227519	33414181	113026521	1
ENSACLG00000021386	ENSACLT00000032310	neto2b	33414181	33227519	33414181	113026519	1
ENSACLG00000021386	ENSACLT00000032310	neto2b	33414181	33227519	33414181	113026521	1
ENSACLG00000021386	ENSACLT00000032363	neto2b	33414181	33227519	33414181	113026519	1
ENSACLG00000021386	ENSACLT00000032363	neto2b	33414181	33227519	33414181	113026521	1
ENSACLG00000021386	ENSACLT00000032398	neto2b	33414181	33227519	33414181	113026519	1
ENSACLG00000021386	ENSACLT00000032398	neto2b	33414181	33227519	33414181	113026521	1
ENSACLG00000021387	ENSACLT00000032265	ndufs5	6455485	6452318	6455485	113014504	22
ENSACLG00000021388	ENSACLT00000032272	rnf220a	28669262	28640197	28669262		18
ENSACLG00000021389	ENSACLT00000032262		11507403	11507403	11578757	113037449	15
ENSACLG00000021389	ENSACLT00000032267		11529169	11507403	11578757	113037449	15
ENSACLG00000021389	ENSACLT00000032271		11550429	11507403	11578757	113037449	15
ENSACLG00000021390	ENSACLT00000032263	scxa	12301017	12289167	12301017	113032806	11
ENSACLG00000021391	ENSACLT00000032278		41005650	40852864	41005650		3
ENSACLG00000021391	ENSACLT00000032289		41004179	40852864	41005650		3
ENSACLG00000021392	ENSACLT00000032306	rnf19b	6487143	6468226	6487143		22
ENSACLG00000021393	ENSACLT00000032279		19635173	19635115	19635173		8
ENSACLG00000021394	ENSACLT00000032276	rbfox1l	21588055	21588055	21599813	113031831	11
ENSACLG00000021394	ENSACLT00000032319	rbfox1l	21591490	21588055	21599813	113031831	11
ENSACLG00000021395	ENSACLT00000032287	si:dkey-33i11.1	12321817	12321817	12331706	113032876	11
ENSACLG00000021396	ENSACLT00000032292	GOLGA7B	10359232	10359232	10366359	113023828	6
ENSACLG00000021396	ENSACLT00000032316	GOLGA7B	10359858	10359232	10366359	113023828	6
ENSACLG00000021397	ENSACLT00000032395	MCAT	25383869	25383869	25392218		17
ENSACLG00000021397	ENSACLT00000032528	MCAT	25384107	25383869	25392218		17
ENSACLG00000021397	ENSACLT00000032562	MCAT	25385412	25383869	25392218		17
ENSACLG00000021397	ENSACLT00000032621	MCAT	25386193	25383869	25392218		17
ENSACLG00000021397	ENSACLT00000032633	MCAT	25386231	25383869	25392218		17
ENSACLG00000021397	ENSACLT00000032652	MCAT	25386362	25383869	25392218		17
ENSACLG00000021398	ENSACLT00000032293	U1	32179701	32179701	32179846		15
ENSACLG00000021399	ENSACLT00000032294		10599951	10599951	10605512		3
ENSACLG00000021400	ENSACLT00000032296		40863005	40860302	40863005		3
ENSACLG00000021401	ENSACLT00000032298	sult3st1	4420026	4388019	4420026	113020267	4
ENSACLG00000021401	ENSACLT00000032298	sult3st1	4420026	4388019	4420026	113020268	4
ENSACLG00000021401	ENSACLT00000032298	sult3st1	4420026	4388019	4420026	113020269	4
ENSACLG00000021401	ENSACLT00000032308	sult3st1	4420026	4388019	4420026	113020267	4
ENSACLG00000021401	ENSACLT00000032308	sult3st1	4420026	4388019	4420026	113020268	4
ENSACLG00000021401	ENSACLT00000032308	sult3st1	4420026	4388019	4420026	113020269	4
ENSACLG00000021402	ENSACLT00000032302	RNF220	28804973	28730497	28804973		18
ENSACLG00000021403	ENSACLT00000032323	lmf1	19672099	19649518	19672099	113027657	8
ENSACLG00000021403	ENSACLT00000032362	lmf1	19671747	19649518	19672099	113027657	8
ENSACLG00000021404	ENSACLT00000032309	nsmfa	26030660	25987218	26030660	113025873	7
ENSACLG00000021404	ENSACLT00000032357	nsmfa	26030660	25987218	26030660	113025873	7
ENSACLG00000021404	ENSACLT00000032382	nsmfa	26030660	25987218	26030660	113025873	7
ENSACLG00000021405	ENSACLT00000032313	myot	20029675	20029675	20054472	113033092	2
ENSACLG00000021406	ENSACLT00000032307		30151908	30149320	30151908		5
ENSACLG00000021407	ENSACLT00000032311	tnfrsf11a	13714372	13714372	13727531	113029088	9
ENSACLG00000021408	ENSACLT00000032327	rab3b	10462698	10449504	10462698	113015714	23
ENSACLG00000021409	ENSACLT00000032318	zfyve28	24659946	24631374	24659946	113012000	19
ENSACLG00000021409	ENSACLT00000032356	zfyve28	24659946	24631374	24659946	113012000	19
ENSACLG00000021410	ENSACLT00000032335	gpha2	10611970	10611970	10615538		3
ENSACLG00000021411	ENSACLT00000032322		11340575	11340575	11341292		4
ENSACLG00000021412	ENSACLT00000032330		40880563	40880563	40889696		3
ENSACLG00000021413	ENSACLT00000032349	b4galt6	4142276	4142276	4164940	113008990	17
ENSACLG00000021414	ENSACLT00000032331	chpfa	25424879	25424879	25433087	113008452	16
ENSACLG00000021415	ENSACLT00000032326	ccdc120	30152440	30152440	30159982		5
ENSACLG00000021415	ENSACLT00000032341	ccdc120	30152440	30152440	30159982		5
ENSACLG00000021416	ENSACLT00000032338	recql	32209681	32182805	32209681		15
ENSACLG00000021416	ENSACLT00000032374	recql	32209681	32182805	32209681		15
ENSACLG00000021417	ENSACLT00000032343		24055135	24055135	24059386		20
ENSACLG00000021418	ENSACLT00000032332	gstcd	23579830	23579830	23628614	113024286	6
ENSACLG00000021419	ENSACLT00000032328		12333913	12333913	12338849	113031558	11
ENSACLG00000021419	ENSACLT00000032354		12333913	12333913	12338849	113031558	11
ENSACLG00000021419	ENSACLT00000032367		12333913	12333913	12338849	113031558	11
ENSACLG00000021420	ENSACLT00000032329	ubac1	29302857	29302857	29311602	113033999	12
ENSACLG00000021420	ENSACLT00000032378	ubac1	29302857	29302857	29311602	113033999	12
ENSACLG00000021420	ENSACLT00000032436	ubac1	29302857	29302857	29311602	113033999	12
ENSACLG00000021421	ENSACLT00000032336	efhc1	11579245	11579245	11584612	113006766	15
ENSACLG00000021421	ENSACLT00000032352	efhc1	11579245	11579245	11584612	113006766	15
ENSACLG00000021422	ENSACLT00000032340		28973612	28972402	28973612		18
ENSACLG00000021423	ENSACLT00000032339	crtac1a	10371843	10365615	10371843	113023825	6
ENSACLG00000021423	ENSACLT00000032361	crtac1a	10371843	10365615	10371843	113023825	6
ENSACLG00000021424	ENSACLT00000032347	crybb1l3	19514428	19512537	19514428	113036403	14
ENSACLG00000021425	ENSACLT00000032342		10629739	10627510	10629739		3
ENSACLG00000021426	ENSACLT00000032346		40917710	40917710	40919488		3
ENSACLG00000021427	ENSACLT00000032351	ak2	6536109	6523027	6536109	113014456	22
ENSACLG00000021428	ENSACLT00000032387	lmx1al	11356707	11344618	11356707		4
ENSACLG00000021429	ENSACLT00000032345	tmem53	29040028	29036517	29040028	113010556	18
ENSACLG00000021430	ENSACLT00000032425	eif3d	4394858	4394858	4402484	113021475	4
ENSACLG00000021430	ENSACLT00000032425	eif3d	4394858	4394858	4402484	113021476	4
ENSACLG00000021431	ENSACLT00000032348		453333	451013	453333		7
ENSACLG00000021432	ENSACLT00000032350	si:dkey-73n8.3	13729936	13729936	13732673	113029089	9
ENSACLG00000021433	ENSACLT00000032353	SPEN	19760052	19739987	19760052	113022456	5
ENSACLG00000021433	ENSACLT00000032371	SPEN	19758008	19739987	19760052	113022456	5
ENSACLG00000021434	ENSACLT00000032369	asic4a	25534439	25440001	25534439	113008453	16
ENSACLG00000021434	ENSACLT00000032407	asic4a	25533496	25440001	25534439	113008453	16
ENSACLG00000021435	ENSACLT00000032355	zgc:101765	10630727	10630727	10632114	113018587	3
ENSACLG00000021436	ENSACLT00000032360		40964722	40964722	40972370		3
ENSACLG00000021437	ENSACLT00000032359	toe1	29044592	29040114	29044592	113010554	18
ENSACLG00000021438	ENSACLT00000032396		10486560	10480520	10486560		23
ENSACLG00000021438	ENSACLT00000032413		10483414	10480520	10486560		23
ENSACLG00000021439	ENSACLT00000032364	cryba1a	19518656	19518656	19523707	113035695	14
ENSACLG00000021440	ENSACLT00000032366		56541326	56541326	56543151		7
ENSACLG00000021441	ENSACLT00000032365		10637536	10632135	10637536	113018589	3
ENSACLG00000021442	ENSACLT00000032433	leng8	21612463	21605574	21612463		11
ENSACLG00000021443	ENSACLT00000032372		40964818	40964818	40966936		3
ENSACLG00000021444	ENSACLT00000032368	npnta	23634329	23634329	23693976	113024288	6
ENSACLG00000021444	ENSACLT00000032390	npnta	23634329	23634329	23693976	113024288	6
ENSACLG00000021445	ENSACLT00000032420	HDAC3	20062510	20057688	20062510	113033099	2
ENSACLG00000021445	ENSACLT00000032451	HDAC3	20062101	20057688	20062510	113033099	2
ENSACLG00000021446	ENSACLT00000032384	si:dkey-94e7.2	13733163	13733163	13739641	113029090	9
ENSACLG00000021447	ENSACLT00000032461	ddx52	15057478	15051671	15059023		10
ENSACLG00000021447	ENSACLT00000032503	ddx52	15054108	15051671	15059023		10
ENSACLG00000021447	ENSACLT00000032601	ddx52	15059023	15051671	15059023		10
ENSACLG00000021448	ENSACLT00000032405	tram2	11592464	11582676	11592464	113006767	15
ENSACLG00000021449	ENSACLT00000032406	ccnyl1	9589315	9589315	9600052	113008143	16
ENSACLG00000021449	ENSACLT00000032421	ccnyl1	9589315	9589315	9600052	113008143	16
ENSACLG00000021450	ENSACLT00000032377	sox8a	19674022	19674022	19677599	113027658	8
ENSACLG00000021451	ENSACLT00000032370	rgma	56551790	56542375	56551790	113026827	7
ENSACLG00000021452	ENSACLT00000032373	SRPK3	30160593	30160593	30168112	113022910	5
ENSACLG00000021453	ENSACLT00000032397	psmd14	12451500	12446315	12451500	113020581	1
ENSACLG00000021453	ENSACLT00000032419	psmd14	12451500	12446315	12451500	113020581	1
ENSACLG00000021454	ENSACLT00000032383	si:ch73-382f3.1	29045303	29045303	29047024		18
ENSACLG00000021455	ENSACLT00000032444	cpda	19520398	19520398	19547334	113035694	14
ENSACLG00000021455	ENSACLT00000032464	cpda	19523816	19520398	19547334	113035694	14
ENSACLG00000021456	ENSACLT00000032385	snx20	455132	455132	457892	113024991	7
ENSACLG00000021457	ENSACLT00000032376		40971344	40971344	40975094		3
ENSACLG00000021458	ENSACLT00000032448		6536392	6536392	6542762		22
ENSACLG00000021458	ENSACLT00000032485		6538391	6536392	6542762		22
ENSACLG00000021458	ENSACLT00000032600		6539470	6536392	6542762		22
ENSACLG00000021458	ENSACLT00000032654		6540842	6536392	6542762		22
ENSACLG00000021458	ENSACLT00000032681		6540966	6536392	6542762		22
ENSACLG00000021459	ENSACLT00000032439		24065678	24065678	24070998		20
ENSACLG00000021460	ENSACLT00000032401	si:ch73-74h11.1	4189087	4172437	4189087	113009371	17
ENSACLG00000021461	ENSACLT00000032391		40981869	40981869	40986330		3
ENSACLG00000021461	ENSACLT00000032403		40982439	40981869	40986330		3
ENSACLG00000021462	ENSACLT00000032412	selenop2	29052802	29052802	29055824		18
ENSACLG00000021463	ENSACLT00000032389	lysmd4	56662297	56657942	56662297	113026828	7
ENSACLG00000021464	ENSACLT00000032417	r3hcc1l	10369108	10369108	10376189		6
ENSACLG00000021465	ENSACLT00000032392	hpn	12362045	12336660	12362045	113031559	11
ENSACLG00000021466	ENSACLT00000032410		24665968	24661074	24665968		19
ENSACLG00000021467	ENSACLT00000032393	ADAP1	19715201	19676331	19715201	113027659	8
ENSACLG00000021467	ENSACLT00000032404	ADAP1	19714980	19676331	19715201	113027659	8
ENSACLG00000021468	ENSACLT00000032408		9743128	9741379	9743128		7
ENSACLG00000021469	ENSACLT00000032422	use1	1061773	1054446	1061773	113016568	23
ENSACLG00000021469	ENSACLT00000032422	use1	1061773	1054446	1061773	113018514	23
ENSACLG00000021469	ENSACLT00000032438	use1	1061690	1054446	1061773	113016568	23
ENSACLG00000021469	ENSACLT00000032438	use1	1061690	1054446	1061773	113018514	23
ENSACLG00000021470	ENSACLT00000032426	rab22a	6862303	6862303	6873057	113021989	5
ENSACLG00000021471	ENSACLT00000032399	fblim1	19768465	19761356	19768465	113022458	5
ENSACLG00000021472	ENSACLT00000032411		56770093	56765790	56770093		7
ENSACLG00000021473	ENSACLT00000032418	mphosph6	471322	471322	476209	113024995	7
ENSACLG00000021474	ENSACLT00000032416	golt1ba	32211240	32211240	32223316	113006711	15
ENSACLG00000021474	ENSACLT00000032428	golt1ba	32211240	32211240	32223316	113006711	15
ENSACLG00000021475	ENSACLT00000032400	comtb	30170514	30170514	30178068	113022911	5
ENSACLG00000021476	ENSACLT00000032402	gmip	11371943	11357218	11371943	113020571	4
ENSACLG00000021477	ENSACLT00000032517	slc8a4b	10652998	10652998	10775247	113018591	3
ENSACLG00000021477	ENSACLT00000032552	slc8a4b	10652998	10652998	10775247	113018591	3
ENSACLG00000021477	ENSACLT00000032596	slc8a4b	10679586	10652998	10775247	113018591	3
ENSACLG00000021477	ENSACLT00000032656	slc8a4b	10715239	10652998	10775247	113018591	3
ENSACLG00000021478	ENSACLT00000032432	tpk1	13839495	13739752	13839495	113028916	9
ENSACLG00000021478	ENSACLT00000032463	tpk1	13810701	13739752	13839495	113028916	9
ENSACLG00000021479	ENSACLT00000032468	actn2b	19372432	19356187	19372432	113034931	13
ENSACLG00000021480	ENSACLT00000032409	pnpla7a	26116424	26083476	26116424		7
ENSACLG00000021480	ENSACLT00000032441	pnpla7a	26116424	26083476	26116424		7
ENSACLG00000021481	ENSACLT00000032466		23722671	23716284	23722671		6
ENSACLG00000021482	ENSACLT00000032414	HEPACAM	25287133	25277198	25287133	113030373	10
ENSACLG00000021483	ENSACLT00000032424	nrn1la	9848189	9848189	9876239		7
ENSACLG00000021484	ENSACLT00000032431		41007820	41007820	41013342		3
ENSACLG00000021485	ENSACLT00000032455	cfap99	24667631	24667631	24675155		19
ENSACLG00000021486	ENSACLT00000032429	nr2f2	56860194	56860194	56864649	113026829	7
ENSACLG00000021487	ENSACLT00000032472		25642903	25639622	25642903		16
ENSACLG00000021488	ENSACLT00000032462	grm6b	30173288	30173288	30195581	113022912	5
ENSACLG00000021488	ENSACLT00000032470	grm6b	30177324	30173288	30195581	113022912	5
ENSACLG00000021489	ENSACLT00000032423	SLC25A34	19783073	19770178	19783073	113022459	5
ENSACLG00000021490	ENSACLT00000032427		11601465	11594437	11601465	113007046	15
ENSACLG00000021491	ENSACLT00000032440	elovl8a	29061166	29061166	29065489	113011111	18
ENSACLG00000021492	ENSACLT00000032430	LOXL4	10400005	10381352	10400005	113023829	6
ENSACLG00000021493	ENSACLT00000032435	pskh1	9923060	9923060	9928778	113025337	7
ENSACLG00000021494	ENSACLT00000032437	fzd5	9606127	9603455	9606127		16
ENSACLG00000021495	ENSACLT00000032449		33372347	33372347	33377767		1
ENSACLG00000021496	ENSACLT00000032442	TMEM82	19773224	19770178	19773224	113022460	5
ENSACLG00000021497	ENSACLT00000032443		11611145	11602422	11611145	113006653	15
ENSACLG00000021498	ENSACLT00000032475		10493245	10490260	10495131		23
ENSACLG00000021498	ENSACLT00000032504		10495131	10490260	10495131		23
ENSACLG00000021499	ENSACLT00000032445		12344136	12344136	12348310		11
ENSACLG00000021500	ENSACLT00000032452		41039339	41035220	41039339		3
ENSACLG00000021501	ENSACLT00000032488	gpia	485787	474684	485787	113024994	7
ENSACLG00000021501	ENSACLT00000032549	gpia	485787	474684	485787	113024994	7
ENSACLG00000021502	ENSACLT00000032456	cox19	19716652	19716652	19720345	113027660	8
ENSACLG00000021503	ENSACLT00000032446	spx	32227206	32227206	32230953	113006481	15
ENSACLG00000021504	ENSACLT00000032458		25288427	25288427	25290347		10
ENSACLG00000021505	ENSACLT00000032447	fabp6	29083183	29083183	29084650	113011162	18
ENSACLG00000021506	ENSACLT00000032454	plekhm3	9678203	9634387	9678203	113007764	16
ENSACLG00000021507	ENSACLT00000032450	grwd1	21626401	21616332	21626401	113032363	11
ENSACLG00000021507	ENSACLT00000032460	grwd1	21626401	21616332	21626401	113032363	11
ENSACLG00000021508	ENSACLT00000032457	atp5f1e	24073290	24071019	24073290	113013621	20
ENSACLG00000021509	ENSACLT00000032493	sult3st1	4407868	4400537	4409174		4
ENSACLG00000021509	ENSACLT00000032570	sult3st1	4408274	4400537	4409174		4
ENSACLG00000021509	ENSACLT00000032614	sult3st1	4406380	4400537	4409174		4
ENSACLG00000021509	ENSACLT00000032684	sult3st1	4409174	4400537	4409174		4
ENSACLG00000021509	ENSACLT00000032745	sult3st1	4407376	4400537	4409174		4
ENSACLG00000021510	ENSACLT00000032479	fbxo42	19790486	19783518	19790486		5
ENSACLG00000021511	ENSACLT00000032484	colgalt1	11377367	11372018	11379857	113020579	4
ENSACLG00000021511	ENSACLT00000032523	colgalt1	11379857	11372018	11379857	113020579	4
ENSACLG00000021512	ENSACLT00000032498	rbms1a	12454953	12454953	12471673	113020588	1
ENSACLG00000021512	ENSACLT00000032554	rbms1a	12455543	12454953	12471673	113020588	1
ENSACLG00000021513	ENSACLT00000032571	MYO9B	1101368	1066529	1101368		23
ENSACLG00000021514	ENSACLT00000032478		19719571	19719571	19728770		8
ENSACLG00000021515	ENSACLT00000032467		12362861	12362861	12371615	113031560	11
ENSACLG00000021515	ENSACLT00000032474		12362861	12362861	12371615	113031560	11
